"type","title","location","bedroom","bathroom","size_sqm","price","contact_person","image_link"
"Apartment","Apartment for sale under market price in eastown  ","Maadi View, El Shorouk Compounds, Shorouk City, Cairo","3","2","139","1,518,259","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","For sale Twin house in **Mivida** Prime Location","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","4","156","3,550,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Amazing Stand-alone villa for sale at MIRAGE CITY ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","355","13,550,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Villa","Double view Dublex in The Loft| New Capital|Dp 10%","Mirage City, The 1st Settlement, New Cairo City, Cairo","7","6","2.2","68,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Duplex","2 Bedrooms | First floor |Down 5% |install 9 years","The Loft, New Capital Compounds, New Capital City, Cairo","4","4","379","6,260,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Duplex","UNDER MARKET PRICE"" villa in lake view","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","5","298","4,535,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Apartment","Lowest price Apartment 188m finished at El Shorouk","Vinci, New Capital Compounds, New Capital City, Cairo","2","2","144","2,178,398","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","apartment in mountain view hyde park 172meter.....","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","189","5,417,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Prim location  239m + 30 m terraces view main park","Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","760","23,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Medium Villa for sale in Villette ","6th Area East, Shorouk City, Cairo","3","2","188","1,450,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Apartment for sale 185 M2 view lake in The Square ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","6","5","352","1,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Villa for sale in Compound La Verde the newcapital","La Verde, New Capital Compounds, New Capital City, Cairo","4","4","425","15,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Twin House","Twinhouse For Sale in CFC Lowest Price in Market","Cairo Festival City, North Investors Area, New Cairo City, Cairo","3","3","350","10,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Live the luxury life in The Maadi Compound","Maadi View, El Shorouk Compounds, Shorouk City, Cairo","3","2","134","1,537,166","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","For sale villa in lake view finished with pool   .","Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","1.03","28,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Duplex","Amazing Duplex for sale at Up Town Cairo ","The Sierras, Uptown Cairo, Mokattam, Cairo","4","4","314","6,663,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Apartment","Ø´Ù‚Ø© 240Ù… Ù…ØªØ´Ø·Ø¨Ø© Ù„Ù„Ø¨ÙŠØ¹ Ø¨Ø§Ù„ØªØ¬Ù…Ø¹ ÙÙŠÙˆ Ù…Ù…ÙŠØ²Ø¹Ù„Ù‰ Ø§Ù„Ø¨Ø³ÙŠÙ†","Highland Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","240","3,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Twin house 380m With A Great View in Moon Valley 2","Moon Valley 2, Ext North Inves Area, New Cairo City, Cairo","5","5","380","5,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment for sale 150 meters in Heliopolis City","La Vida, 6th District, New Heliopolis, Cairo","3","3","150","1,380,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for sale in B8 - Madinaty","Madinaty, Cairo","5","3","236","5,350,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse"," 4Bedrooms,Ready to move,bahary, f.finished +ACS","Fifth Square, North Investors Area, New Cairo City, Cairo","4","3","174","3,650,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Villa","Twinhouse very prime location biggest land at MVHP","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","367","7,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Penthouse","UNDER MARKET PRICE Penthouse for sale open view","Fifth Square, North Investors Area, New Cairo City, Cairo","3","3","167","4,700,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment  prime location at Hyde Park (HPR) 212M.","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","212","3,237,060","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for sale  Galleria Moon Valley new cairo","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo","2","2","130","2,091,999","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","I Villa , Mountain view ERK New Cairo City","Mountain View Executive Residence Katameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","3","3","223","4,820,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","APARTMENT 200sqm in el patio oro 10% DOWM PAYMENT.","El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","200","4,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","take your  apartment  in  the most prime  location","Scene 7, New Capital Compounds, New Capital City, Cairo","3","3","190","0","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Villa for sale in Trio Gardens Compound - 255 m","Trio Villas, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","255","6,443,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Apartment in a prime location in North Lotus","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","1","2","108","1,796,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Finished Apartment for sale in VGK ","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","170","2,945,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Penthouse for sale 224m in Village Gate-Palm Hills","North Lotus, El Lotus, New Cairo City, Cairo","3","3","179","1,525,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Apartment 138 m immediate receipt in Andalus 2 ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","5","279","6,350,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Villa","I Villa , Mountain view ERK New Cairo City","Mountain View Executive Residence Katameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","3","3","223","4,820,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","APARTMENT 200sqm in el patio oro 10% DOWM PAYMENT.","El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","200","4,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","take your  apartment  in  the most prime  location","Scene 7, New Capital Compounds, New Capital City, Cairo","3","3","190","0","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Villa for sale in Trio Gardens Compound - 255 m","Trio Villas, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","255","6,443,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Apartment in a prime location in North Lotus","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","1","2","108","1,796,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Finished Apartment for sale in VGK ","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","170","2,945,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Penthouse for sale 224m in Village Gate-Palm Hills","North Lotus, El Lotus, New Cairo City, Cairo","3","3","179","1,525,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Apartment 138 m immediate receipt in Andalus 2 ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","5","279","6,350,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Twin house 279m in Hyde Park for sale New Cairo","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","155","3,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","Your Apartment Ready To Move With 15% Dp","The Village, South Investors Area, New Cairo City, Cairo","3","3","227","3,800,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment for sale with installment in New Cairo","2/2, Al Andalus District, New Cairo City, Cairo","3","2","138","1,214,400","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","apartment for sale mivida compound fully finished ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","279","8,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","I VILLA ROOF B Installment 6years delivered now","Patio Casa, El Patio, El Shorouk Compounds, Shorouk City, Cairo","3","3","160","1,875,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","twin house for sale in Mivida 310m semi furnished ","The brooks, El Katameya Compounds, El Katameya, New Cairo City, Cairo","3","3","190","3,454,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Ground Apartment For Sale At Sky Condos Sodic     ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","239","4,460,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","hyde park villa E1 prime location Classic design","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","235","1,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Twin House","SpaciousGround Duplex for sale in 5th settlement","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","310","8,000,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Triplex for sale in east town ","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","160","5,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Duplex | Ganoob El Acadimia | Fully Finished","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","5","415","10,250,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Apartment for sale 225m Al fedda Gardens compound.","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","6","5","372","10,150,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","LV Under Market Price for Sale in Villette 655m","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","444","17,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","4 rooms|Highest hill in the city|72 months |Del","Korbrinta, 5th District, New Heliopolis, Cairo","4","4","328","1,102,500","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","huge villa golf view katamya dunes exclusive","Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo","8","8","1","40,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Apartment 150m Finished with air conditioners","Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo","3","2","150","2,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","own your villa in Mivida with installment 9 years","Swan Lake, The 1st Settlement, New Cairo City, Cairo","5","5","850","35,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Twin house for sale great location in The Square","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","407","7,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Twin House","Excellent Finishing Apartment in Village Gate","The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","380","5,650,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment sale In front of AUC near point 90 mall ","The Village, South Investors Area, New Cairo City, Cairo","2","2","147","2,650,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Amazing Standalone 305M Lowest Price -Uptown Cairo","American University Housing District, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","200","2,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","2 Bedrooms Apartment For Sale In Maadi Sarayat","Celesta Hills, Uptown Cairo, Mokattam, Cairo","4","4","305","14,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Apartment Ground For Sale in Mivida Boulevard","IL Bosco, New Capital Compounds, New Capital City, Cairo","4","4","400","5,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Semi finished 216m PalmHills NewCairo over 8years","Sarayat Al Maadi, Hay El Maadi, Cairo","2","2","120","2,800,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","mountain view hyde park  i villa garden  view lake","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","168","4,750,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Flat 195 m at prime location for sale at HAP TOWN","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","216","4,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Duplex","penthouse for sale 250m with roof ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","278","4,350,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Villa"," Ù„Ø³Ø±Ø¹Ø© Ø§Ù„Ø¨ÙŠØ¹ ÙˆØ£Ù‚Ù„ Ù…Ù† Ø§Ù„Ø³Ø¹Ø± Ø§Ù„Ù…Ø¯ÙÙˆØ¹ Ø´Ù‚Ø© ÙÙŠ Ø¬Ø§Ù„ÙŠØ±ÙŠØ§","IL Bosco, New Capital Compounds, New Capital City, Cairo","3","2","320","3,900,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","With only 15%dp Apt Boulevard Mivida|ready to move","HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","4","4","195","2,650,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Invest in Studio 70m finished, in Al-Thawra Street","1st Settlement Post office St., The 1st Settlement, New Cairo City, Cairo","3","3","250","2,800,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","The biggest twin house for sale in Layan Sabbour","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo","3","3","200","2,800,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","UNDER MARKET PRICE Stand alone at Selina Swan Lake","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","3","148","1,254,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment 188 m With A Great View In Eastown Sodic","Al Thawra St., El Korba, Heliopolis - Masr El Gedida, Cairo","Studio","1","70","1,300,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Opportunity for investment | Studio | Village gate","Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","326","6,750,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Villa","Smash villa for sale in Katameya Heights compound","Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","6","5","1.2","45,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Apartment for sale in Galleria moon valley 155 m","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","143","3,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Villa for sale palmhills katameya fully finished.","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo","3","2","155","1,950,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Hot offer -Ground Apartment in Lake View Residence","Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","4","5","776","21,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Stand Alone 580 Meter In Katameya Hills New Cairo ","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","122","2,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Amazing villa 300 Meter for sale in palm hills PK2","Katameya Hills, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","5","580","14,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Special Finishing | Landscape View | Spacious Area","Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","5","300","10,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Amazing Standalone Villa at Layan Sabbour 372 M  .","Dyar Park, Ext North Inves Area, New Cairo City, Cairo","4","4","581","13,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Apartment at Hyde park (CV ) 124M semi finished  .","Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","372","9,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","for sale twin house 355m under market price","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","124","1,800,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Apartment for sale at Compound Sakan","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","355","12,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","165M Fully finished+ ACS APT for sale -Heliopolis ","Sakan, Ext North Inves Area, New Cairo City, Cairo","3","2","178","1,750,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for Sale in the Golden Square, Nasr City","Al Nasr Road, 6th Zone, Nasr City, Cairo","3","3","165","2,530,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for sale a view directly on the lake ","El Shaheed Mostafa Riad St., 1st Zone, Nasr City, Cairo","3","4","350","4,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Villa Model H Special Location For Sale ","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","160","2,406,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Lowest priced townhouse for sale in PK2","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","200","5,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Own Your Standalone Villa in Cairo Festival City","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","250","6,750,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Villa in compound front of waterway ready to move","Madinaty, Cairo","3","3","460","9,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Townhouse","Townhouse Corner semi-finished, immediate delivery","Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","265","5,250,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Villa","Amazing Apartment 133 m In Mountain View Hyde Park","Cairo Festival City, North Investors Area, New Cairo City, Cairo","5","3","420","24,600,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","fully finished villa fountain park new cairo ","Royal Lagoon, North Investors Area, New Cairo City, Cairo","6","8","1.27","18,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Townhouse","Apartment 140 m2 for sale in Stone Residence","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","250","3,200,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Penthouse","Penthouse for sale 223 meter The Village Compound ","The Village, South Investors Area, New Cairo City, Cairo","4","4","223","4,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment for sale in Eastown sodic Fully finished","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","158","4,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for sale sale in galleria 194m view pool","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo","3","3","194","3,700,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment in palm hills new Cairo prime location","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","185","2,560,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment 185 Villga gardes katameya VGK","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","205","3,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","180Ù… /2010Ø¨Ø´Ø§Ø±Ø¹ Ø±Ø¦ÙŠØ³Ù‰ Ø¨Ø³Ø¹Ø± Ù…Ù…ØªØ§Ø²                ..","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","170","3,280,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Modern Apartment For Sale In New Maadi","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","170","2,770,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for Sale in Mountain View Hyde Park ","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","185","4,350,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
