"type","title","location","bedroom","bathroom","size_sqm","price","contact_person","image_link"
"Duplex","Prime Location Duplex Fully Finished With A\C ","Park View, North Investors Area, New Cairo City, Cairo","4","4","345","6,850,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Villa","Town house resale at Mivida Emaar with best price","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","285","10,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Lake View Residence - Apartment | Prime Location","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","210","5,700,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Best Penthouse for sale in villette ( sky conds )","La Vista City, New Capital Compounds, New Capital City, Cairo","4","4","230","7,510,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Penthouse","2nd Floor | Fully Finished | Lowest Price |Parking","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","6","284","8,511,300","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Amazing Delivered Villa  Below market price at CFC","Tag Sultan, Ring Road, Cairo","3","2","172","3,150,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Under market Price Apart. In tag sultan for sale","Cairo Festival City, North Investors Area, New Cairo City, Cairo","5","4","250","3,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Townhouse","Apartment with installments at Lake View Residence","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","220","6,100,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","0% DP over 9 y f.finished apartment for sale ","Tag Sultan, Ring Road, Cairo","2","2","114","2,278,506","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Villa Modern  Hyde Park 327M under market price","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","204","4,112,700","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment 235m for sale  in Rehab                 ","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","172","5,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Finished | Ground + Garden | Overlooking Main Park","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","327","7,346,875","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","For sale penthouse in mountain view hyde park 165m","IL Bosco, New Capital Compounds, New Capital City, Cairo","4","3","330","4,200,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Villa for sale immediate receipt in Settlement    ","El Rehab Extension, Al Rehab, New Cairo City, Cairo","3","3","235","4,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Twin House With 60 % DP|3 Levels|Featured Location","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","777","16,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Ground floor  in new Cairo - installments 15 years","Tag Sultan, Ring Road, Cairo","1","2","124","2,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Villa for sale in the heart of Golden Square","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","185","3,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","For Sale Duplex in Park View Over Landscape","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","165","2,800,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Villa","ST-Villa 312m immediate receipt - Mountain view","Al Gezira St., South Investors Area, New Cairo City, Cairo","5","4","465","9,200,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Villa for sale in Hyde Park, Fifth Settlement","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","6","320","14,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Own your apartment in RI8 Compound | New capital  ","Oia, New Capital Compounds, New Capital City, Cairo","3","3","136","0","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","For resale 125m apt ready to move1.286.000 CASH","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","2","2","125","1,286,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","Under Market Price Penthouse for sale at Sarai","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","4","4","206","1,950,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Townhouse","Best Ready to move Townhouse in District 5 10% DP","District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","258","10,130,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Penthouse","A great Pent house at  Hyde Park  for sale .      ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","207","3,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment 144m immediate delivery, Palm Hills, ","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","144","3,440,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Block 6 | Fully Finished | ACs | Main Park View ","Tag Sultan, Ring Road, Cairo","3","3","142","3,250,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","For sale penthouse in mountain view hyde park   ..","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo","4","4","345","3,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Penthouse","Ismailia Square Masr El Gedida Apartment for Sale","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","164","3,000,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Penthouse with installment 9 years in New Capital","Ismailia Square, El Ismailia Square, Heliopolis - Masr El Gedida, Cairo","3","3","235","3,300,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","Villa for sale in the 90s with a lake view","IL Bosco, New Capital Compounds, New Capital City, Cairo","4","4","165","2,600,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Villa","IVilla garden middle 287+70m at MVHP semi finished","Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","344","1,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","buy Luxury apartment for immediate delivery260 mÂ²","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","287","4,850,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","I-Villa Roof 248m N Mountain view Executive 4 sale","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","156","2,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Duplex","Villa at villette 530M Overlooking landscape ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","216","4,450,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Duplex"," apartment for immediate delivery in Sarai","West Golf Extension, El Katameya Compounds, El Katameya, New Cairo City, Cairo","3","3","260","3,328,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Villa","Own your apartment Now with dp 30% in New Cairo","Mountain View Executive, Al Andalus District, New Cairo City, Cairo","4","4","248","4,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Furnished Apartment (Smart business for Investors)","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","5","530","14,250,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Villa 311m For Sale in SwanLake PrimeView","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3","2","179","2,545,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Twin house for sale at palm hills new cairo","90 Avenue, South Investors Area, New Cairo City, Cairo","2","2","95","2,375,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","HOT Deal Twin 345M for sale N Mivida wz best price","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","345","15,000,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment with installments at Hyde park for sale.","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","199","2,900,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","hot deal apartment view club house 3 bed in CFC","Cairo Festival City, North Investors Area, New Cairo City, Cairo","3","3","204","5,250,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Twin house for sale in Layan Residence 283 m prime","Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","283","5,750,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Villa","i villa for sale with best price in mountain view","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","278","5,300,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Penthouse","Penthouse corner for sale, mountain view Hyde park","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","164","3,120,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","town house for sale Eastshire compound new cairo","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","187","3,892,200","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","luxury Apartment 205 in Compound Fifth Square","El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","166","4,434,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Townhouse","Now Townhouse for sale in Palm Hills - New Cairo ","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo","3","3","160","3,000,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Ø´Ù‚Ø© Ù…ØªØ´Ø·Ø¨Ø© Ø¨Ø§Ù„ÙƒØ§Ù…Ù„ Ø¨Ø­Ø¯ÙŠÙ‚Ø© -3 ØºØ±Ù209Ù… Ù…ÙŠÙÙŠØ¯Ø§ ÙƒØ±ÙŠØ³Ù†Øª","Fifth Square, North Investors Area, New Cairo City, Cairo","3","3","205","4,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Penthouse in New Cairo - installments over15 years","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","190","1,600,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","READY TO MOVE PAY 1.6 M DP / INSTALLMENTS OVER 8 Y","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","209","6,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","i villa B roof middle with prime location for sale","Rock Vera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","194","1,933,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","District 5|Villa|Ready to Delivered|installment","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","168","1,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apart with garden 305 M for sale Front WaterWay","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","157","3,845,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Own apart.127 M For sale in AL thawra street  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","235","4,150,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Townhouse","Apartment For Sale Reyad towers Maadi Cornich ","District 5 Residences, El Katameya Compounds, El Katameya, New Cairo City, Cairo","3","4","258","1,000,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","apartment 150m modern with 14 years installments","El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo","4","3","305","3,150,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Villa 650m for sale in mountain view 1 Delivered","Al Thawra St., El Korba, Heliopolis - Masr El Gedida, Cairo","3","2","129","2,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","5% dp / 10yrs Installments 3BR Apartment| Finished","Cornish El Nile St., Maadi, Hay El Maadi, Cairo","3","3","166","1,950,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Hyde Park Town Corner Classic  With Installment *","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","316","0","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment"," Book your unit in new Andalus  -185m  - dp25%","Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo","3","2","185","1,480,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Stand alone in pk1 for sale - new cairo","Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","4","5","800","14,900,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Twin house for sale in Dyar arco in New Cairo ","Dyar Compound, 90 Street, The 5th Settlement, New Cairo City, Cairo","4","4","530","9,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","apart.161M  in Golden square Ready to move","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo","3","2","161","3,417,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Semi finished Apartment for sale in eastown sodic","IL Bosco, New Capital Compounds, New Capital City, Cairo","2","2","126","2,340,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment 208 semi-finished View Lake","Swan Lake, The 1st Settlement, New Cairo City, Cairo","2","2","133","5,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","READY TO MOVE APARTMENT FOR SALE IN SHOROUK CITY ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","3","150","4,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","in Golden Square Apartment 195 m in Fifth Square","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","208","3,700,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","VGK palmhills 163M prim location Fully finishing ","Patio Casa, El Patio, El Shorouk Compounds, Shorouk City, Cairo","3","2","180","2,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Prime location for bahary apt. in El Patio ORO","Fifth Square, North Investors Area, New Cairo City, Cairo","3","3","195","5,268,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","for sale hotel apartment fully finished","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","163","2,650,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","villa for sale in Taj city compound, front Airport","El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","171","2,700,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Hotel Apartment","For sale an apartment in near the Police Academy","D-Square, Downtown Area, New Capital City, Cairo","1","1","69","2,147,280","6285755857115","https://i.pinimg.com/736x/af/10/ea/af10ea1cbc14f8f32982a5aad4319038.jpg"
"Villa","Penthouse fully finished - 3 rooms - Garage spot .","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","193","7,200,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Prime Location | Wide Landscape View | K Area","Mostafa Kamel Axis, The 1st Settlement, New Cairo City, Cairo","3","2","240","2,250,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","2 Beds Apartment for sale Uptown spectacular view.","Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo","3","3","210","4,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Townhouse","Townhouse 281mÂ² for sale in Grand Residence.","Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","266","5,250,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","villa for sale in palm hills new cairo ","The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo","2","2","140","6,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Own Duplex roof  in eastown 305 sqm prime location","Grand Residence, South Investors Area, New Cairo City, Cairo","4","4","281","6,000,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Villa"," Duplex For Sale in Eastown Under Market Price ","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","7","545","13,133,316","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Duplex","3 BEDS DUPLEX WITH PRIME LOCATION|HYDE PARK       ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","305","6,000,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Apartment","Amazing Apartment at Eastown Sodic for sale 211 M.","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","183","7,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Penthouse|Ready to Move|Installment|175 SQM","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","211","4,350,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","Apartment 170 m in Hap Town Mostakbal City,dp 160k","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","175","1,250,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","For sale villa finished 424m installment 7 years","HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3","4","170","3,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Garden Apartment / LakeView Residence / 2 bedrooms","Al Maqsad, New Capital Compounds, New Capital City, Cairo","5","5","424","1,510,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Duplex for sale 360m with garden Al Narges 2 ","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","122","3,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Duplex","Prime Location - Huge Garden - Elevated","Al Narges 2, Al Narges, New Cairo City, Cairo","3","3","360","4,500,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Townhouse","Duplex Apartment For sale in uptown cairo","Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","5","4","370","8,850,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Duplex","Amazing standalone for sale in pk1 Prime location ","The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo","3","4","320","9,250,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Villa","Apartment 140 m corner for sale in Stone Residence","Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","5","5","508","16,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment"," Apartment For Sale Ready To Move In fifth Square","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","108","3,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Standalone villa 3/4 finishing Maxim compound","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","140","1,350,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Fully finished Apartment for sale in emar misr","Fifth Square, North Investors Area, New Cairo City, Cairo","3","2","144","2,780,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Stand alone In mivida for sale -New Cairo EMAAR","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","139","0","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Apartment 156m l For Sale l Lowest Price l Eastown","Maxim, The 1st Settlement, New Cairo City, Cairo","5","5","360","8,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","For sale apartment special location in TheSquare","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","190","6,690,739","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","ÙÙŠÙ„Ø§ Ù…ØªØ´Ø·Ø¨Ù‡ Ø¨ØªØ³Ù‡ÙŠÙ„Ø§Øª ÙˆÙƒØ§Ù…Ù„Ù‡ Ø§Ù„Ù…Ø±Ø§ÙÙ‚ Ø§Ù‚Ù„ Ù…Ù† Ø³Ø¹Ø±Ù‡Ø§ ","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","192","4,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Amazing and Exclusive TwinHouse for Sale in Mivida","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","365","13,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Villa","Villa|For Sale | Uptown Cairo | Emaar ","Celesta Hills, Uptown Cairo, Mokattam, Cairo","4","4","305","15,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Penthouse","Fully Finished Penthouse | Private Jaccuzi / Pool","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","365","10,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment For Sale 146m in The Village Finished","The Village, South Investors Area, New Cairo City, Cairo","2","2","146","3,100,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Townhouse Corner for sale in Layan Residence","Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","390","5,740,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Apartment For sale in vgk - New cairo","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","174","2,900,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
